key,rms,label,n_fix_mean_trim,tot_dur_mean_trim,med_dur_mean_trim,n_viewers
img083_00100,0.1863988041877746,person,26.466666666666665,7675.5555555562905,233.68794326231063,98
img084_00101,0.171862319111824,person_text,22.466666666666665,7845.555555554021,253.70370370358125,98
img085_00100,0.2189829349517822,person,25.108695652173914,7201.851851847577,227.40740740737724,98
img086_00100,0.1802811473608017,person,19.02127659574468,6618.148148150597,254.25925925960118,98
img087_00101,0.3191004693508148,person_text,24.866666666666667,6739.259259256472,217.7536231887833,98
img088_00111,0.2613745331764221,person_politik_text,44.022222222222226,8957.196969690609,170.47101449268445,96
img089_00110,0.2338749170303344,person_politik,25.152173913043477,6570.740740738465,220.18518518515242,98
img090_00110,0.2438969016075134,person_politik,20.0,6247.037037033934,233.5185185178791,98
img091_00110,0.1560228765010833,person_politik,25.533333333333335,7142.222222224972,229.8913043477021,98
img092_00111,0.2005298882722854,person_politik_text,34.65217391304348,9740.370370371464,218.11594202855105,98
img093_00110,0.2262264937162399,person_politik,26.844444444444445,7871.4814814779,236.95652173951257,98
img094_00110,0.2148594111204147,person_politik,25.91111111111111,7225.555555558306,226.06382978744085,98
img095_00110,0.2839066684246063,person_politik,24.133333333333333,7476.66666666683,228.70370370380374,98
img096_00110,0.319334328174591,person_politik,23.77777777777778,7733.333333334438,242.0370370372703,98
img097_00110,0.1594312936067581,person_politik,24.804347826086957,7477.407407410782,242.77777777790712,98
img098_00110,0.3104307949542999,person_politik,28.31111111111111,8688.148148147535,234.99999999994827,98
img099_00111,0.2431633621454239,person_politik_text,24.711111111111112,7170.370370369748,214.25925925863493,98
img100_00111,0.2835344970226288,person_politik_text,33.47826086956522,7920.370370371071,194.927536231906,98
img101_00110,0.2844822108745575,person_politik,24.52173913043478,7657.4074074061255,235.86956521724832,98
img102_00111,0.2269957363605499,person_politik_text,21.782608695652176,6622.592592591958,223.18840579711832,98
img103_00110,0.3291740715503692,person_politik,24.644444444444446,7144.814814818772,221.66666666733929,98
img104_00110,0.3061024248600006,person_politik,24.444444444444443,7683.703703700956,240.37037037125685,98
img105_10110,0.2909914553165436,meme_person_politik,37.73913043478261,9808.888888893442,212.0370370374863,98
img106_10011,0.3058222830295563,meme_politik_text,39.333333333333336,7203.7037037021355,165.60283687918948,98
img107_10111,0.3368846476078033,meme_person_politik_text,34.53333333333333,7843.703703709519,180.0000000001397,98
img108_10001,0.2052885591983795,meme_text,48.62222222222222,9302.222222216085,173.22695035486421,98
img109_10011,0.2681230306625366,meme_politik_text,30.488888888888887,6988.888888887026,187.13768115939837,98
img110_10001,0.3128960430622101,meme_text,27.555555555555557,6279.629629629131,197.51773049677425,98
img111_10001,0.2033857107162475,meme_text,23.26086956521739,5737.0370370357405,190.57971014462427,98
img112_10001,0.23959282040596,meme_text,30.68888888888889,7855.925925923224,200.35460992928648,98
img113_10101,0.3433230221271515,meme_person_text,42.06666666666667,8295.185185185388,173.14814814811623,98
img114_10001,0.2755355834960937,meme_text,27.630434782608695,5960.7407407409255,183.52272727232247,98
img115_10001,0.2146934270858764,meme_text,31.644444444444446,6803.333333332702,194.07407407389127,98
img116_10111,0.2509083449840545,meme_person_politik_text,38.391304347826086,8669.259259256467,182.59259259227093,98
img117_10111,0.3345523178577423,meme_person_politik_text,31.47826086956522,7557.037037035769,191.11111111066873,98
img118_10001,0.2317926585674286,meme_text,45.34782608695652,8959.629629628167,185.22727272657687,98
img119_10001,0.3001367449760437,meme_text,33.4,6988.88888889234,176.99275362297246,98
img120_10001,0.3436658978462219,meme_text,39.73913043478261,9429.259259257931,191.66666666653262,98
img121_10101,0.2906318306922912,meme_person_text,30.377777777777776,7088.148148151534,182.03703703766092,98
img122_10111,0.2138314694166183,meme_person_politik_text,34.53333333333333,7910.740740743158,175.9259259262575,98
img123_10111,0.239967405796051,meme_person_politik_text,24.155555555555555,5927.777777775121,198.3333333333773,98
img124_10111,0.3462170958518982,meme_person_politik_text,35.644444444444446,7128.148148148502,171.29629629651964,98
img125_10001,0.2545354664325714,meme_text,38.2,7346.666666669158,162.03703703759885,98
img126_00011,0.2594152390956878,politik_text,41.1063829787234,8779.62962963102,195.9219858159232,98
img127_00011,0.3008104562759399,politik_text,35.47826086956522,8225.925925925674,197.6950354608509,98
img128_01001,0.1887987554073333,ort_text,37.888888888888886,8943.333333330724,206.48148148157375,98
img129_01001,0.2763063609600067,ort_text,26.456521739130434,6174.074074075389,187.22222222219506,98
img130_01001,0.2507462203502655,ort_text,40.08888888888889,8810.370370372953,187.7777777777157,98
img131_00111,0.1749984472990036,person_politik_text,31.755555555555556,6893.333333333618,176.81159420302086,98
img132_00101,0.291629284620285,person_text,36.869565217391305,7342.592592590978,173.33333333305524,98
img133_00101,0.2853172421455383,person_text,33.69565217391305,6958.148148155132,171.92028985481517,98
img134_00111,0.4291742444038391,person_politik_text,42.21739130434783,9805.925925927992,191.4855072465219,98
img135_10111,0.4203474223613739,meme_person_politik_text,22.711111111111112,6464.074074078015,217.4242424248686,98
img136_00111,0.2998248934745788,person_politik_text,49.82222222222222,9590.3703703681,178.88888888923037,98
img137_00111,0.2439328134059906,person_politik_text,29.72340425531915,7752.962962965776,212.40740740770576,98
img138_00111,0.3363524377346039,person_politik_text,42.24444444444445,9693.333333334906,195.7407407414582,98
img139_00111,0.2885114848613739,person_politik_text,37.75555555555555,11383.333333335475,212.77777777794336,98
img140_00111,0.2346233278512954,person_politik_text,39.869565217391305,8621.481481484157,197.96296296311647,98
img141_10011,0.3375422954559326,meme_politik_text,56.59574468085106,10807.037037039641,178.21969696929128,98
img142_00001,0.2018308937549591,text,27.977777777777778,5954.074074071584,170.64393939352487,98
img143_00001,0.226600781083107,text,38.84782608695652,7421.111111111866,171.92028985544027,98
img144_00001,0.4500553011894226,text,60.111111111111114,11012.222222219443,169.74637681181522,98
img145_00011,0.2045966684818267,politik_text,51.955555555555556,10003.333333336092,174.81481481411805,98
img146_10001,0.1991915255784988,meme_text,60.97826086956522,11382.222222221912,176.08695652135447,98
img147_10001,0.3905895948410034,meme_text,36.08888888888889,6948.888888884496,172.8260869561244,98
img148_10001,0.2129996865987777,meme_text,47.955555555555556,8614.074074073658,163.7152777776743,98
img149_10001,0.4022908508777618,meme_text,45.77777777777778,8038.888888886162,159.60144927513625,98
img150_10011,0.293235570192337,meme_politik_text,59.86666666666667,11113.333333331497,173.70370370318804,98
img151_10011,0.3994610905647278,meme_politik_text,59.91304347826087,11332.962962956106,173.36956521750773,98
img152_10011,0.2827899754047394,meme_politik_text,59.0,11265.185185191112,174.81481481499245,98
